date,revenue,orders,revenue_ma7,revenue_ma30,cumulative_revenue
2025-02-28,10466.35,86,9407.342857142856,8817.429666666667,499121.8599999998
2025-03-01,10828.87,120,9712.844285714285,8881.062666666667,509950.7299999998
2025-03-02,8411.22,93,9548.064285714285,8870.617999999999,518361.9499999998
2025-03-03,8352.82,71,9361.715714285714,8773.754333333334,526714.7699999998
2025-03-04,7424.71,77,9034.632857142857,8742.984333333334,534139.4799999997
2025-03-05,7964.55,86,8995.657142857142,8785.664666666667,542104.0299999998
2025-03-06,11022.72,103,9210.177142857143,8849.184000000001,553126.7499999998
2025-03-07,11851.87,127,9408.108571428571,9000.487333333333,564978.6199999998
2025-03-08,9727.36,93,9250.75,9002.196,574705.9799999997
2025-03-09,10346.02,99,9527.15,9105.378,585051.9999999998
2025-03-10,9165.13,103,9643.194285714286,9157.624666666667,594217.1299999998
2025-03-11,8133.72,88,9744.481428571427,9136.889,602350.8499999997
2025-03-12,9989.23,85,10033.721428571429,9170.026333333333,612340.0799999997
2025-03-13,12048.89,121,10180.317142857142,9288.613000000001,624388.9699999997
2025-03-14,10336.95,98,9963.9,9340.026000000002,634725.9199999997
2025-03-15,11846.9,115,10266.691428571428,9427.599333333334,646572.8199999997
2025-03-16,6153.64,74,9667.78,9366.604333333333,652726.4599999997
2025-03-17,9873.01,121,9768.905714285715,9412.928333333333,662599.4699999997
2025-03-18,9167.88,95,9916.642857142857,9447.779333333334,671767.3499999997
2025-03-19,9352.3,87,9825.652857142855,9441.754333333334,681119.6499999998
2025-03-20,10468.91,110,9599.941428571428,9495.6,691588.5599999998
2025-03-21,8150.42,90,9287.58,9534.839333333333,699738.9799999999
2025-03-22,9861.28,83,9003.92,9526.032666666666,709600.2599999999
2025-03-23,9881.43,78,9536.461428571429,9540.374333333333,719481.69
2025-03-24,10815.75,106,9671.138571428572,9611.220666666666,730297.44
2025-03-25,8597.05,82,9589.591428571428,9578.966333333334,738894.49
2025-03-26,8896.47,77,9524.472857142857,9553.606666666667,747790.96
2025-03-27,9912.25,103,9444.949999999999,9560.205333333333,757703.21
2025-03-28,11789.54,100,9964.824285714287,9678.610666666666,769492.75
2025-03-29,10674.94,88,10081.061428571427,9717.072666666667,780167.69
2025-03-30,8972.74,96,9951.24857142857,9667.285666666667,789140.4299999999
2025-03-31,9813.76,82,9808.107142857143,9633.448666666665,798954.19
2025-04-01,9491.03,91,9935.818571428574,9669.442333333334,808445.22
2025-04-02,11184.6,108,10262.694285714286,9763.835,819629.82
2025-04-03,9827.45,107,10250.58,9843.926333333333,829457.2699999999
2025-04-04,10453.41,102,10059.704285714286,9926.888333333334,839910.6799999999
2025-04-05,9965.47,85,9958.351428571428,9891.646666666667,849876.1499999999
2025-04-06,8007.79,61,9820.501428571428,9763.510666666665,857883.94
2025-04-07,9708.74,83,9805.49857142857,9762.890000000001,867592.6799999999
2025-04-08,9843.36,106,9855.83142857143,9746.134666666667,877436.0399999999
2025-04-09,10183.91,129,9712.875714285716,9780.094000000001,887619.95
2025-04-10,10543.96,99,9815.234285714285,9860.435333333333,898163.9099999999
2025-04-11,9303.72,76,9650.992857142857,9837.585,907467.6299999999
2025-04-12,10086.78,105,9668.322857142857,9772.181333333334,917554.4099999999
2025-04-13,9508.3,94,9882.681428571426,9744.559666666666,927062.71
2025-04-14,8546.21,88,9716.605714285713,9634.536666666669,935608.9199999999
2025-04-15,9492.1,72,9666.425714285713,9745.818666666666,945101.0199999999
2025-04-16,10818.19,107,9757.037142857142,9777.324666666666,955919.2099999998
2025-04-17,13244.44,125,10142.820000000002,9913.21,969163.6499999998
2025-04-18,11367.21,112,10437.604285714286,9980.373666666668,980530.8599999998
2025-04-19,11056.17,113,10576.08857142857,9999.948999999999,991587.0299999998
2025-04-20,9985.78,106,10644.300000000001,10061.127666666667,1001572.8099999998
2025-04-21,7361.98,69,10475.124285714288,9977.817666666668,1008934.7899999998
2025-04-22,9809.38,104,10520.449999999999,9975.416000000001,1018744.1699999998
2025-04-23,10561.17,122,10483.732857142857,9966.93,1029305.3399999999
2025-04-24,14092.47,145,10604.880000000001,10150.110666666666,1043397.8099999998
2025-04-25,11082.44,131,10564.198571428571,10222.976333333332,1054480.2499999998
2025-04-26,11264.52,87,10593.962857142858,10268.052,1065744.7699999998
2025-04-27,10189.02,98,10622.997142857143,10214.701333333334,1075933.7899999998
2025-04-28,8417.64,87,10773.805714285714,10139.458000000002,1084351.4299999997
2025-04-29,11368.14,126,10996.485714285713,10219.304666666665,1095719.5699999996
2025-04-30,11546.76,113,11137.284285714286,10277.071333333333,1107266.3299999996
2025-05-01,12241.37,136,10872.841428571428,10368.749333333333,1119507.6999999997
2025-05-02,10377.57,102,10772.145714285714,10341.848333333333,1129885.2699999998
2025-05-03,12741.57,154,10983.152857142859,10438.985666666667,1142626.8399999999
2025-05-04,8704.01,79,10771.00857142857,10380.672333333332,1151330.8499999999
2025-05-05,10679.84,110,11094.179999999998,10404.484666666665,1162010.69
2025-05-06,12780.86,112,11295.997142857143,10563.587000000001,1174791.55
2025-05-07,9611.36,97,11019.511428571428,10560.340999999999,1184402.9100000001
2025-05-08,10768.13,108,10809.048571428571,10591.166666666666,1195171.04
2025-05-09,11743.97,119,11004.248571428572,10643.168666666666,1206915.01
2025-05-10,10609.6,120,10699.68142857143,10645.356666666667,1217524.61
2025-05-11,8680.99,75,10696.392857142857,10624.599,1226205.6
2025-05-12,10213.44,110,10629.764285714284,10628.821,1236419.04
2025-05-13,9033.1,96,10094.369999999999,10612.981,1245452.1400000001
2025-05-14,11523.87,102,10367.585714285713,10712.236333333332,1256976.0100000002
2025-05-15,10499.93,100,10329.271428571428,10745.830666666667,1267475.9400000002
2025-05-16,13639.86,133,10600.112857142856,10839.886333333334,1281115.8000000003
2025-05-17,10429.43,120,10574.374285714284,10746.052666666666,1291545.2300000002
2025-05-18,10310.86,103,10807.212857142858,10710.840999999999,1301856.0900000003
2025-05-19,11262.94,109,10957.141428571429,10717.733333333334,1313119.0300000003
2025-05-20,8986.39,90,10950.468571428573,10684.420333333333,1322105.4200000002
2025-05-21,11384.06,113,10930.495714285715,10818.489666666666,1333489.4800000002
2025-05-22,13327.37,133,11334.415714285715,10935.756,1346816.8500000003
2025-05-23,10006.52,104,10815.367142857143,10917.267666666668,1356823.3700000003
2025-05-24,11746.45,98,11003.512857142856,10839.067000000001,1368569.8200000003
2025-05-25,11164.75,98,11125.497142857143,10841.810666666666,1379734.5700000003
2025-05-26,11380.47,100,11142.287142857142,10845.675666666668,1391115.0400000003
2025-05-27,9134.64,81,11163.465714285714,10810.529666666667,1400249.6800000002
2025-05-28,9682.12,111,10920.33142857143,10852.679,1409931.8000000003
2025-05-29,12540.68,131,10807.947142857143,10891.763666666668,1422472.4800000002
2025-05-30,12447.44,113,11156.65,10921.786333333333,1434919.9200000002
2025-05-31,11981.03,108,11190.16142857143,10913.108333333334,1446900.9500000002
2025-06-01,11424.19,103,11227.224285714286,10947.995666666666,1458325.1400000001
2025-06-02,9781.81,84,10998.844285714285,10849.337,1468106.9500000002
2025-06-03,11053.24,101,11272.930000000002,10927.644666666667,1479160.1900000002
2025-06-04,11773.91,118,11571.757142857143,10964.113666666668,1490934.1
2025-06-05,11212.69,116,11382.044285714286,10911.841333333334,1502146.79
2025-06-06,14485.54,121,11673.201428571429,11074.314,1516632.33
2025-06-07,12404.6,135,11733.711428571429,11128.863000000001,1529036.9300000002
2025-06-08,9734.44,87,11492.31857142857,11061.878666666667,1538771.37
2025-06-09,11541.26,111,11743.668571428572,11092.934000000001,1550312.6300000001
2025-06-10,9760.47,101,11558.987142857144,11128.916666666666,1560073.1
2025-06-11,12522.28,124,11665.897142857144,11205.878,1572595.3800000001
2025-06-12,13615.78,104,12009.195714285715,11358.634,1586211.1600000001
2025-06-13,11417.35,121,11570.882857142857,11355.083333333334,1597628.5100000002
2025-06-14,13147.6,132,11677.025714285715,11443.339000000002,1610776.1100000003
2025-06-15,11814.9,102,11974.234285714285,11382.507,1622591.0100000002
2025-06-16,11895.42,120,12024.82857142857,11431.373333333333,1634486.4300000002
2025-06-17,13361.8,125,12539.304285714285,11533.071333333333,1647848.2300000002
2025-06-18,11438.87,105,12384.531428571428,11538.935666666666,1659287.1000000003
2025-06-19,11476.54,100,12078.925714285713,11621.940666666665,1670763.6400000004
2025-06-20,11490.3,118,12089.347142857145,11625.482,1682253.9400000004
2025-06-21,11168.13,121,11806.565714285713,11553.507333333333,1693422.0700000003
2025-06-22,11382.59,96,11744.807142857144,11599.376333333332,1704804.6600000004
2025-06-23,11473.88,117,11684.587142857143,11590.290666666668,1716278.5400000003
2025-06-24,11573.23,114,11429.077142857144,11603.906666666668,1727851.7700000003
2025-06-25,12881.51,121,11635.16857142857,11653.941333333332,1740733.2800000003
2025-06-26,12552.18,130,11788.83142857143,11767.859333333332,1753285.4600000002
2025-06-27,14457.52,148,12212.72,11927.039333333332,1767742.9800000002
2025-06-28,11985.07,103,12329.425714285715,11908.519,1779728.0500000003
2025-06-29,14894.87,139,12831.179999999998,11990.1,1794622.9200000004
2025-06-30,11970.86,108,12902.177142857143,11989.761,1806593.7800000005
