order_item_id,order_id,product_id,quantity,unit_price
247,405,29,3,20.56
248,4773,52,2,186.34
249,4685,46,3,21.14
250,1621,69,2,211.1
251,2953,29,4,227.3
252,3119,47,1,81.38
253,1595,91,1,27.74
254,566,25,4,125.36
255,4800,80,3,81.63
256,2869,16,2,110.11
257,858,100,1,169.6
258,1285,89,2,60.36
259,585,41,4,95.67
260,4328,65,3,197.81
261,1246,69,2,164.5
262,52,20,3,88.31
263,2164,69,1,169.43
264,538,36,2,193.68
265,541,93,5,152.2
266,815,98,1,67.48
267,1416,58,3,10.06
268,2839,48,4,202.68
269,1653,82,5,207.43
270,2666,2,2,177.43
271,4515,80,1,28.38
272,4063,29,2,150.45
273,2357,97,2,207.04
274,3811,16,5,103.52
275,864,35,5,57.52
276,186,62,5,151.03
277,4357,81,5,208.31
278,1552,4,4,21.73
279,2208,68,3,153.27
280,762,51,5,164.36
281,4320,89,1,154.57
282,1280,33,2,166.01
283,4276,78,5,161.53
284,4728,24,1,41.3
285,3695,75,4,66.38
286,3282,25,1,158.56
287,1537,28,1,14.25
288,3165,7,4,162.34
289,2771,36,4,169.69
290,1964,10,2,67.4
291,3846,36,5,153.55
292,3436,95,1,138.18
293,4711,83,3,72.57
294,562,18,3,121.11
295,2422,6,2,228.31
296,4718,92,3,112.38
297,2136,7,2,161.16
298,2062,12,5,18.48
299,2181,41,2,28.67
300,1961,63,4,29.51
301,3880,98,4,196.78
302,3280,25,4,94.06
303,3885,81,4,64.63
304,3271,53,4,189.36
305,4688,33,4,50.79
306,583,87,4,69.16
307,1614,73,4,113.42
308,1102,6,4,89.55
309,289,62,5,150.49
310,3860,66,4,91.08
311,3061,9,2,104.31
312,2927,67,5,217.09
313,4103,16,3,222.29
314,1184,89,1,208.65
315,4336,88,5,217.56
316,1447,93,4,146.73
317,1750,55,5,165.1
318,1904,40,1,143.72
319,3176,26,1,198.54
320,1078,38,4,142.24
321,2378,35,4,36.66
322,848,87,2,204.3
323,2877,68,1,192.54
324,1240,59,4,206.87
325,1333,14,1,55.7
326,3507,47,2,75.19
327,2380,71,3,80.98
328,4792,72,1,131.94
329,4123,42,2,42.13
330,3238,51,2,102.49
331,2366,19,2,53.72
332,2413,66,5,73.54
333,3175,47,4,179.53
334,373,65,1,215.15
335,1950,42,5,15.5
336,245,38,1,145.82
337,1841,13,5,18.65
338,3428,44,4,30.46
339,125,24,2,179.22
340,4633,96,1,186.55
341,2754,30,2,205.36
342,1920,70,4,123.82
343,1636,38,1,216.35
344,1426,97,3,50.04
345,1541,23,3,69.93
346,531,74,3,42.28
347,4350,57,4,201.41
348,3104,79,3,64.88
349,4757,23,1,47.32
350,1802,36,3,159.55
351,1037,57,1,28.5
352,3729,1,4,20.78
353,4012,72,2,35.61
354,3464,3,5,10.06
355,1143,14,3,177.28
356,1756,81,5,144.94
357,4841,34,2,60.37
358,1630,70,4,65.92
359,763,69,4,204.63
360,4890,51,2,130.44
361,4840,29,5,177.65
362,3958,99,3,118.66
363,558,82,1,67.05
364,4622,48,4,242.9
365,840,94,2,145.76
366,3,79,5,41.44
367,1052,79,3,107.46
368,1405,16,5,89.04
369,157,57,3,61.38
370,1938,97,1,234.03
371,511,10,1,221.42
372,3405,19,2,57.8
373,4783,67,2,94.52
374,1138,36,3,192.96
375,3915,4,3,60.04
376,3322,75,3,151.98
377,4667,33,3,177.95
378,715,28,1,166.95
379,2287,96,2,179.54
380,2655,80,2,179.61
381,991,9,4,241.55
382,4430,75,2,93.16
383,2161,6,2,220.86
384,4458,49,5,15.23
385,2145,91,5,79.17
386,2064,76,4,21.68
387,2604,22,3,166.29
388,1978,48,4,34.19
389,376,21,4,212.97
390,742,33,1,165.18
391,4486,81,2,16.92
392,2668,56,1,181.55
393,1241,29,2,216.89
394,3471,53,4,168.67
395,4920,40,2,17.33
396,2368,74,3,215.9
397,2244,18,3,185.79
398,3550,47,4,100.83
399,418,13,5,88.87
400,607,27,3,125.16
401,568,62,4,218.1
402,544,74,1,70.49
403,884,96,5,34.23
404,4799,45,3,217.51
405,1224,3,4,16.31
406,2894,22,4,228.64
407,2069,27,1,83.38
408,3710,55,1,131.97
409,1787,67,5,41.75
410,1458,33,3,226.54
411,1915,2,4,189.96
412,78,75,5,231.8
413,3614,46,5,173.97
414,1309,74,1,54.33
415,648,33,4,83.98
416,2188,58,2,126.84
417,553,7,1,155.74
418,282,15,4,232.35
419,1282,26,5,102.15
420,1847,11,5,178.74
421,2488,38,3,240.64
422,2794,27,2,46.57
423,3712,7,1,217.05
424,4200,1,3,110.97
425,4862,74,3,185.78
426,2777,21,2,80.45
427,1597,79,1,90.16
428,480,30,1,16.51
429,3313,94,5,243.14
430,3219,8,1,205.23
431,1964,88,3,32.54
432,2143,83,5,249.88
433,3899,3,1,155.21
434,2073,55,2,214.89
435,1296,15,3,26.0
436,939,36,4,103.47
437,762,6,2,170.72
438,4750,42,2,35.54
439,1670,50,1,127.34
440,3863,18,5,116.24
441,2686,83,5,61.85
442,3900,50,3,82.06
443,1932,30,1,242.11
444,3940,77,5,79.28
445,1127,39,4,61.22
446,3298,12,1,138.69
447,4671,98,1,171.03
448,1204,59,5,184.02
449,4136,76,2,191.02
450,3773,44,1,18.84
451,520,88,2,104.5
452,2284,4,3,195.75
453,4559,36,3,227.16
454,483,48,5,154.53
455,2478,14,3,22.55
456,3094,81,5,105.19
457,343,49,5,27.81
458,1463,67,2,189.65
459,1203,87,2,25.24
460,1622,77,3,54.58
461,2399,9,2,110.07
462,3597,21,1,121.04
463,3536,72,4,107.56
464,2878,81,1,121.22
465,2391,16,1,181.18
466,3352,16,5,98.62
467,2914,28,4,141.46
468,1190,51,5,82.81
469,2341,56,2,94.87
470,3581,80,2,157.31
471,1604,57,4,127.72
472,3298,52,3,183.53
473,598,46,2,144.53
474,645,78,1,202.86
475,4544,38,4,116.42
476,2903,84,4,127.85
477,764,48,2,170.79
478,4831,41,2,63.1
479,1643,98,5,102.62
480,2298,59,5,159.96
481,4697,93,1,16.93
482,2173,67,4,114.87
483,2161,74,3,153.72
484,3750,84,3,242.17
485,2923,66,4,220.48
486,580,27,1,77.38
487,3805,32,5,131.73
488,4879,56,5,23.54
489,2369,10,5,67.78
490,3933,40,3,195.97
491,4628,17,3,39.6
492,3361,58,1,71.85
493,4708,97,3,236.57
494,1101,6,2,207.73
495,1671,39,3,197.64
496,2221,18,5,217.49
497,4971,73,1,189.91
498,217,72,4,38.94
499,376,89,4,133.97
500,1610,95,1,116.62
501,4107,42,2,84.68
502,3840,4,4,210.17
503,2940,20,5,121.39
504,4063,28,4,24.47
505,1614,40,4,75.99
506,3680,65,5,64.87
507,4914,44,3,222.99
508,1297,23,2,165.39
509,3997,57,5,144.49
510,4787,47,5,131.6
511,1156,13,1,166.03
512,4880,16,2,191.17
513,2367,90,3,143.05
514,2892,55,5,235.19
515,1973,95,3,244.44
516,785,65,5,248.88
517,4493,81,5,170.65
518,1082,16,1,233.83
519,2034,37,4,107.08
520,1615,52,2,216.3
521,4556,10,1,228.2
522,2417,38,3,226.99
523,4642,44,5,209.4
524,3654,95,5,107.58
525,497,74,2,48.14
526,505,54,1,90.15
527,3387,98,1,194.15
528,2209,51,3,65.89
529,4814,52,1,124.79
530,3217,70,1,145.7
531,3667,92,4,154.93
532,1409,92,2,234.57
533,4365,59,1,168.76
534,4078,13,3,198.71
535,1478,41,5,149.65
536,4961,12,1,210.06
537,2398,50,1,73.28
538,110,57,5,60.37
539,3555,50,4,232.32
540,650,57,2,176.44
541,1500,54,4,171.17
542,596,66,3,122.15
543,979,8,1,100.41
544,731,63,4,143.37
545,57,9,2,38.94
546,2244,60,3,119.13
547,1702,63,4,119.29
548,1287,72,1,139.2
549,112,3,2,162.32
550,4807,73,1,239.76
551,1202,13,1,166.52
552,948,9,3,222.09
553,4122,95,2,143.51
554,758,89,5,160.46
555,3389,52,1,26.76
556,1842,62,2,41.98
557,3536,8,1,149.12
558,2294,95,4,104.97
559,1105,45,4,201.71
560,662,53,2,140.36
561,909,63,3,221.75
562,4618,95,5,243.36
563,1857,81,4,45.43
564,2312,57,3,104.76
565,790,54,5,169.6
566,172,19,4,83.32
567,4361,67,5,74.09
568,1987,46,1,205.3
569,1886,94,2,245.29
570,476,10,4,195.71
571,1050,93,4,135.68
572,4130,18,1,116.2
573,2312,12,4,139.52
574,1162,49,4,121.08
575,816,23,4,130.69
576,3767,62,4,58.83
577,2923,11,4,226.9
578,754,73,3,191.09
579,4662,56,4,173.43
580,462,88,1,237.98
581,3240,89,4,78.25
582,2703,55,5,29.48
583,81,25,5,208.27
584,2805,9,1,249.62
585,870,12,3,148.82
586,4695,11,1,24.11
587,807,38,3,197.31
588,1935,28,2,27.7
589,704,8,5,139.6
590,2524,74,5,76.61
591,2640,89,5,229.61
592,4583,47,3,118.32
593,3910,36,1,225.63
594,4802,50,3,81.78
595,1165,9,5,102.97
596,620,60,5,237.31
597,3067,72,5,58.32
598,4873,67,5,148.84
599,447,53,2,103.24
600,2338,82,5,195.8
601,209,99,3,41.03
602,2461,17,5,114.93
603,3443,100,4,177.74
604,2712,53,2,107.68
605,2338,28,5,24.05
606,1292,63,4,179.23
607,2199,15,3,130.77
608,1401,19,2,12.71
609,4951,86,5,157.04
610,2656,70,3,230.77
611,4013,47,4,36.65
612,705,71,2,151.76
613,826,48,5,184.88
614,1005,73,3,26.99
615,3461,20,2,15.43
616,377,37,4,121.41
617,973,75,5,199.88
618,4214,2,2,48.57
619,3077,64,4,210.79
620,444,86,4,167.58
621,755,36,3,89.72
622,3605,5,4,133.8
623,4736,64,4,241.74
624,2172,7,1,61.94
625,2706,70,4,129.89
626,3466,22,5,159.88
627,2712,74,2,43.12
628,2408,46,5,20.45
629,623,40,5,13.23
630,1724,61,3,87.93
631,3323,46,1,27.75
632,1920,84,1,202.9
633,919,28,5,249.36
634,4216,87,2,24.71
635,582,35,1,113.85
636,3882,1,1,16.18
637,1687,29,5,42.16
638,3910,9,1,87.5
639,2000,9,3,104.49
640,2712,22,5,235.55
641,401,63,1,105.0
642,3649,66,1,129.11
643,2629,80,1,68.94
644,1657,58,5,10.03
645,621,70,2,225.84
646,247,55,4,29.61
647,3340,13,1,241.42
648,3011,97,4,41.4
649,4720,19,4,155.17
650,2369,79,1,249.86
651,3995,33,1,43.23
652,1840,74,4,111.75
653,2904,65,2,197.3
654,4396,60,4,17.73
655,4499,12,2,175.55
656,3692,43,3,29.29
657,3842,93,2,66.76
658,4349,17,5,48.42
659,1393,68,1,227.76
660,3751,29,3,53.31
661,4256,55,4,19.7
662,3009,7,2,151.03
663,4301,44,3,93.08
664,3339,77,5,107.37
665,3515,5,2,38.58
666,4954,60,4,189.58
667,760,6,4,154.37
668,2769,98,2,97.41
669,3089,7,5,51.18
670,2116,46,1,152.43
671,4229,57,1,196.86
672,1724,54,4,84.98
673,2967,92,5,16.21
674,430,46,4,61.44
675,2356,10,1,173.78
676,2460,4,4,247.38
677,4193,67,2,13.21
678,1719,25,2,83.48
679,1266,87,5,24.89
680,1309,91,1,85.92
681,1051,78,5,107.42
682,3474,61,5,231.01
683,2250,38,1,29.33
684,2810,32,3,196.51
685,2922,23,3,104.93
686,4677,37,4,204.7
687,4042,3,3,133.22
688,2418,99,2,19.43
689,533,13,5,237.09
690,899,34,4,29.86
691,2655,88,5,153.44
692,1470,65,1,220.64
693,2921,76,3,29.14
694,1253,8,1,142.93
695,770,83,4,207.83
696,834,9,2,246.72
697,2210,28,3,183.84
698,4650,78,1,76.8
699,3425,91,3,177.9
700,1092,18,5,179.38
701,1197,42,2,177.99
702,3915,41,3,215.02
703,1661,70,2,30.97
704,4655,33,5,36.02
705,261,89,5,163.75
706,2265,77,1,238.93
707,4901,54,4,121.8
708,1186,87,1,240.54
709,2450,36,2,235.14
710,3534,97,1,226.7
711,4371,85,3,228.36
712,4302,98,1,225.6
713,3345,56,4,206.77
714,867,100,4,176.79
715,93,17,2,15.86
716,3179,10,5,41.74
717,1352,87,4,42.22
718,365,44,2,15.65
719,4917,2,4,38.01
720,3719,99,4,230.74
721,1925,14,5,169.31
722,3096,41,3,84.9
723,2539,2,2,200.41
724,1297,19,4,127.21
725,2277,80,4,44.11
726,3,89,1,222.28
727,3493,1,3,91.28
728,1754,2,5,177.73
729,911,27,2,79.74
730,307,2,4,130.02
731,4232,94,2,205.9
732,4016,51,5,47.63
733,1439,10,3,244.54
734,873,19,1,26.85
735,1142,80,3,138.16
736,666,13,1,229.85
737,209,48,2,236.97
738,952,56,3,65.71
739,1058,72,3,44.56
740,4745,56,3,183.86
741,4723,50,5,20.07
742,4621,95,2,126.46
743,4009,45,1,201.13
744,1869,89,3,144.46
745,4865,59,2,55.12
746,772,39,5,126.89
747,4836,21,5,231.11
748,4031,55,2,158.13
749,522,57,1,183.16
750,3356,41,2,90.7
751,1401,93,2,55.24
752,3739,70,4,71.35
753,4344,82,5,137.96
754,3724,49,1,77.25
755,3248,44,4,140.07
756,1859,35,2,179.87
757,4782,91,5,186.26
758,4065,5,4,49.52
759,4682,71,4,190.1
760,2399,74,1,171.45
761,143,74,2,12.88
762,2852,51,1,24.13
763,3470,57,4,165.1
764,3696,58,4,102.09
765,718,92,1,45.06
766,643,36,4,20.66
767,3441,10,3,48.26
768,2549,50,5,239.8
769,3694,99,2,184.62
770,370,99,5,136.65
771,3651,37,2,235.97
772,787,20,4,158.59
773,950,13,1,184.15
774,522,75,1,77.84
775,2944,19,4,151.36
776,355,92,2,44.43
777,2336,56,4,107.08
778,1483,45,2,17.98
779,1648,60,4,61.99
780,3046,68,4,27.97
781,4632,57,4,103.07
782,2216,54,1,212.33
783,4717,37,2,100.7
784,428,83,4,209.59
785,2538,37,5,167.56
786,545,14,5,132.29
787,2765,95,1,66.85
788,4920,92,3,231.32
789,3766,100,1,23.01
790,659,44,3,175.34
791,2828,83,1,159.1
792,2059,42,5,115.85
793,3328,1,4,67.68
794,731,23,2,113.37
795,1833,64,4,219.47
796,409,28,5,210.82
797,4180,4,2,235.93
798,3248,41,3,83.87
799,4803,60,3,102.9
800,134,18,5,14.49
801,4884,63,2,236.31
802,4960,61,4,89.05
803,667,49,5,107.0
804,277,47,3,227.87
805,3308,39,5,136.38
806,882,89,4,145.88
807,2061,82,1,52.3
808,2083,6,1,129.68
809,1238,83,4,230.37
810,2453,53,2,144.09
811,159,76,5,71.23
812,2597,25,4,17.48
813,3816,99,1,90.71
814,4375,65,3,147.42
815,2527,5,4,20.23
816,111,65,4,156.35
817,542,8,4,135.62
818,1139,39,1,198.02
819,3284,43,1,16.93
820,3611,82,4,197.4
821,4456,73,4,135.01
822,3558,5,2,98.93
823,2420,4,3,241.69
824,1757,93,5,48.43
825,3087,1,5,139.92
826,2307,94,5,87.04
827,976,56,1,136.6
828,723,45,1,142.55
829,2571,65,2,31.47
830,325,3,1,168.67
831,1530,22,4,162.28
832,1946,72,3,194.67
833,4487,56,3,31.76
834,2431,18,3,81.34
835,4112,25,3,166.03
836,3511,48,5,42.82
837,846,84,5,172.62
838,4965,31,4,24.17
839,568,30,2,90.38
840,3689,80,1,213.21
841,2180,66,1,195.83
842,2020,81,5,164.74
843,3320,10,3,218.91
844,2321,71,4,180.22
845,1647,59,2,134.65
846,4004,51,5,245.13
847,3910,9,4,176.77
848,3421,54,4,154.33
849,2532,62,5,108.13
850,357,81,4,226.58
851,3082,9,3,80.97
852,2281,9,4,12.21
853,4132,24,2,57.22
854,2461,39,4,36.28
855,2788,75,1,86.56
856,4210,8,4,208.21
857,1198,25,5,166.37
858,1279,66,1,50.56
859,466,10,5,199.32
860,4001,24,2,131.01
861,3349,80,3,133.05
862,1488,83,2,96.91
863,4943,59,1,217.51
864,4598,31,3,86.4
865,4537,11,4,32.59
866,326,6,1,82.65
867,1766,70,3,181.68
868,4163,32,5,167.82
869,304,39,3,55.12
870,4580,48,5,36.83
871,1441,13,5,168.61
872,149,59,3,172.33
873,3035,67,2,97.88
874,2632,56,2,212.27
875,96,41,5,244.77
876,3456,56,1,59.35
877,4378,35,3,148.5
878,2370,38,1,11.28
879,3468,81,2,181.13
880,529,67,1,109.43
881,2311,34,4,56.38
882,4676,76,4,190.53
883,1664,88,2,204.56
884,3365,70,1,36.68
885,2342,11,3,19.84
886,4906,27,2,90.18
887,693,48,4,160.24
888,4331,24,2,200.42
889,952,18,1,141.05
890,1361,27,1,149.38
891,539,54,1,201.97
892,820,55,5,136.92
893,3163,21,1,156.68
894,3926,59,4,133.89
895,272,34,4,221.31
896,1029,97,5,66.52
897,3666,58,4,73.36
898,1243,48,4,40.71
899,1142,54,2,206.67
900,593,18,1,108.83
901,1606,3,2,93.49
902,4211,24,2,245.52
903,3378,1,4,232.43
904,4072,6,3,243.28
905,4303,19,1,44.15
906,3695,86,3,223.9
907,2351,43,4,88.89
908,4208,8,5,13.04
909,1441,69,2,103.91
910,3627,52,4,132.21
911,1883,73,4,35.97
912,3712,47,3,139.04
913,185,85,5,206.67
914,4997,28,2,100.64
915,221,46,5,94.63
916,3189,4,5,91.31
917,1094,88,5,231.54
918,2946,8,1,21.7
919,2475,61,5,116.82
920,2616,17,4,73.5
921,2013,34,1,224.51
922,2491,20,1,33.05
923,601,80,5,108.75
924,1161,74,4,107.64
925,4600,34,2,223.21
926,4314,43,5,61.72
927,2736,10,1,164.77
928,2219,94,2,42.26
929,4708,30,2,238.95
930,1153,25,1,152.32
931,57,57,2,160.3
932,1205,63,4,114.11
933,4342,71,4,92.15
934,144,47,5,61.04
935,368,84,5,154.96
936,1483,81,2,239.09
937,616,3,1,96.35
938,3639,46,4,221.96
939,3329,36,3,45.71
940,3228,26,5,234.67
941,1589,10,4,94.12
942,2490,34,2,101.13
943,3004,78,4,121.08
944,699,8,4,182.38
945,4972,55,2,182.72
946,2824,91,5,125.1
947,945,10,5,135.56
948,3882,57,3,17.2
949,923,79,3,83.03
950,1747,86,5,93.04
951,4121,45,5,144.09
952,2854,50,5,143.99
953,1560,64,5,180.38
954,1084,95,4,182.09
955,3539,2,3,66.45
956,434,45,2,194.84
957,2927,95,1,14.7
958,1090,62,2,181.88
959,2958,14,1,34.49
960,2613,74,4,185.12
961,4192,94,3,136.51
962,3760,100,1,114.94
963,4264,15,5,175.76
964,2090,14,4,18.73
965,1903,31,1,63.63
966,2568,29,5,157.95
967,1999,27,4,213.33
968,3115,85,1,101.47
969,2995,9,5,72.1
970,2011,20,3,134.5
971,4845,99,4,159.36
972,1892,58,1,110.82
973,831,79,5,220.41
974,49,88,3,135.63
975,4211,49,5,18.6
976,1179,57,3,63.53
977,3034,16,1,118.16
978,71,100,5,177.45
979,67,75,5,62.74
980,1778,8,2,244.3
981,2229,67,4,86.45
982,1790,19,5,137.8
983,613,67,3,14.55
984,1887,36,4,222.37
985,1623,89,1,199.32
986,697,60,4,56.91
987,1238,36,2,233.98
988,2407,11,1,85.8
989,249,51,5,176.12
990,638,80,1,206.55
991,950,55,1,187.82
992,1905,54,2,230.22
993,3588,17,3,217.43
994,1112,62,1,248.71
995,176,42,3,53.83
996,723,24,4,83.14
997,3843,17,2,162.69
998,3675,48,5,185.93
999,4867,84,1,138.31
1000,1948,86,3,27.74
1001,703,70,1,211.98
1002,2129,7,2,240.61
1003,927,14,5,107.32
1004,4234,11,4,63.95
1005,3505,12,4,14.64
1006,2518,5,3,66.95
1007,2398,5,4,177.98
1008,1150,20,3,228.78
1009,3381,54,5,32.44
1010,1879,55,1,142.78
1011,1254,58,2,176.93
1012,1484,79,5,76.33
1013,310,90,5,146.78
1014,3953,97,4,181.66
1015,3050,30,4,211.05
1016,1565,24,2,118.6
1017,1501,87,1,189.49
1018,4866,73,5,82.43
1019,16,3,4,61.13
1020,606,100,5,54.96
1021,1382,48,1,96.13
1022,4909,71,3,18.61
1023,3384,22,1,77.92
1024,895,14,5,166.53
1025,1568,48,5,165.5
1026,414,29,2,27.65
1027,4121,50,5,78.98
1028,2005,80,4,146.69
1029,316,98,2,86.45
1030,4667,10,5,110.32
1031,4821,71,1,181.07
1032,3056,89,5,12.22
1033,1850,27,1,76.33
1034,1954,79,1,44.17
1035,389,96,5,40.63
1036,2770,28,1,240.17
1037,4540,9,3,100.37
1038,3047,71,2,136.5
1039,2416,80,5,186.12
1040,2390,26,3,21.39
1041,304,99,1,67.85
1042,764,81,1,209.72
1043,1974,87,2,216.88
1044,816,8,3,99.51
1045,878,2,3,99.97
1046,4799,95,5,191.66
1047,2327,57,1,80.82
1048,2430,52,4,38.1
1049,2061,58,5,71.81
1050,4399,96,5,102.96
1051,1580,93,5,22.53
1052,4256,3,2,124.88
1053,2202,8,2,187.6
1054,3598,59,5,133.3
1055,1204,2,4,27.25
1056,2425,95,3,115.64
1057,3876,62,3,180.14
1058,2824,49,1,23.94
1059,3286,20,3,24.36
1060,2064,29,3,98.94
1061,1980,17,4,56.79
1062,4349,74,3,234.35
1063,3132,22,4,149.52
1064,3093,6,2,78.96
1065,4827,62,4,179.15
1066,3665,98,2,99.98
1067,2337,31,4,41.71
1068,3615,62,5,66.94
1069,498,12,2,164.26
1070,3818,12,2,22.45
1071,4644,63,3,75.45
1072,132,16,2,59.99
1073,858,25,4,58.27
1074,521,22,5,173.86
1075,30,91,5,208.2
1076,3397,88,3,181.81
1077,4605,76,4,164.97
1078,1261,18,4,229.95
1079,1559,45,1,24.01
1080,16,80,2,50.2
1081,3606,68,3,109.46
1082,1608,12,5,99.39
1083,3518,49,1,110.33
1084,2017,33,4,59.55
1085,3575,86,2,45.88
