order_id,customer_id,order_date,order_amount
56,995,2025-01-03 07:00:00,181.99
57,402,2025-01-03 08:00:00,370.14
58,443,2025-01-03 09:00:00,295.15
59,490,2025-01-03 10:00:00,182.07
60,615,2025-01-03 11:00:00,494.49
61,273,2025-01-03 12:00:00,32.11
62,526,2025-01-03 13:00:00,141.27
63,159,2025-01-03 14:00:00,269.64
64,152,2025-01-03 15:00:00,270.54
65,995,2025-01-03 16:00:00,302.69
66,620,2025-01-03 17:00:00,380.8
67,188,2025-01-03 18:00:00,319.27
68,813,2025-01-03 19:00:00,308.14
69,98,2025-01-03 20:00:00,45.69
70,131,2025-01-03 21:00:00,200.73
71,805,2025-01-03 22:00:00,131.39
72,171,2025-01-03 23:00:00,147.38
73,936,2025-01-04 00:00:00,286.08
74,986,2025-01-04 01:00:00,115.76
75,183,2025-01-04 02:00:00,161.1
76,983,2025-01-04 03:00:00,133.8
77,364,2025-01-04 04:00:00,475.28
78,39,2025-01-04 05:00:00,473.44
79,527,2025-01-04 06:00:00,312.77
80,888,2025-01-04 07:00:00,463.77
81,497,2025-01-04 08:00:00,397.19
82,516,2025-01-04 09:00:00,303.17
83,349,2025-01-04 10:00:00,23.09
84,982,2025-01-04 11:00:00,390.81
85,921,2025-01-04 12:00:00,357.19
86,397,2025-01-04 13:00:00,315.32
87,722,2025-01-04 14:00:00,385.0
88,161,2025-01-04 15:00:00,266.2
89,16,2025-01-04 16:00:00,357.96
90,493,2025-01-04 17:00:00,468.88
91,426,2025-01-04 18:00:00,200.39
92,108,2025-01-04 19:00:00,359.9
93,894,2025-01-04 20:00:00,248.33
94,450,2025-01-04 21:00:00,343.71
95,311,2025-01-04 22:00:00,386.19
96,739,2025-01-04 23:00:00,41.82
97,170,2025-01-05 00:00:00,330.37
98,546,2025-01-05 01:00:00,128.84
99,414,2025-01-05 02:00:00,341.62
100,251,2025-01-05 03:00:00,244.8
101,759,2025-01-05 04:00:00,391.31
102,781,2025-01-05 05:00:00,79.23
103,141,2025-01-05 06:00:00,320.63
104,274,2025-01-05 07:00:00,153.67
105,416,2025-01-05 08:00:00,429.43
106,608,2025-01-05 09:00:00,465.62
107,739,2025-01-05 10:00:00,498.27
108,891,2025-01-05 11:00:00,402.08
109,39,2025-01-05 12:00:00,381.79
110,814,2025-01-05 13:00:00,123.44
111,29,2025-01-05 14:00:00,181.28
112,958,2025-01-05 15:00:00,243.53
113,477,2025-01-05 16:00:00,391.22
114,318,2025-01-05 17:00:00,459.18
115,245,2025-01-05 18:00:00,110.79
116,748,2025-01-05 19:00:00,462.74
117,697,2025-01-05 20:00:00,353.9
118,272,2025-01-05 21:00:00,313.17
119,440,2025-01-05 22:00:00,115.92
120,748,2025-01-05 23:00:00,46.65
121,239,2025-01-06 00:00:00,292.86
122,377,2025-01-06 01:00:00,332.73
123,266,2025-01-06 02:00:00,121.18
124,926,2025-01-06 03:00:00,287.1
125,921,2025-01-06 04:00:00,431.12
126,359,2025-01-06 05:00:00,420.83
127,340,2025-01-06 06:00:00,465.13
128,389,2025-01-06 07:00:00,195.63
129,577,2025-01-06 08:00:00,172.66
130,990,2025-01-06 09:00:00,379.72
131,689,2025-01-06 10:00:00,226.93
132,3,2025-01-06 11:00:00,62.02
133,429,2025-01-06 12:00:00,155.74
134,142,2025-01-06 13:00:00,220.92
135,376,2025-01-06 14:00:00,160.41
136,670,2025-01-06 15:00:00,179.46
137,324,2025-01-06 16:00:00,161.01
138,146,2025-01-06 17:00:00,39.92
139,958,2025-01-06 18:00:00,325.81
140,293,2025-01-06 19:00:00,306.7
141,665,2025-01-06 20:00:00,333.62
142,432,2025-01-06 21:00:00,112.31
143,705,2025-01-06 22:00:00,161.91
144,949,2025-01-06 23:00:00,317.42
145,975,2025-01-07 00:00:00,307.82
146,585,2025-01-07 01:00:00,263.04
147,399,2025-01-07 02:00:00,188.2
148,817,2025-01-07 03:00:00,458.21
149,889,2025-01-07 04:00:00,183.09
150,344,2025-01-07 05:00:00,238.7
151,964,2025-01-07 06:00:00,345.49
152,140,2025-01-07 07:00:00,280.65
153,187,2025-01-07 08:00:00,186.51
154,805,2025-01-07 09:00:00,229.11
155,61,2025-01-07 10:00:00,401.35
156,997,2025-01-07 11:00:00,153.5
157,939,2025-01-07 12:00:00,88.28
158,380,2025-01-07 13:00:00,170.32
159,710,2025-01-07 14:00:00,427.78
160,807,2025-01-07 15:00:00,62.72
161,440,2025-01-07 16:00:00,496.01
162,319,2025-01-07 17:00:00,279.68
163,302,2025-01-07 18:00:00,492.73
164,344,2025-01-07 19:00:00,470.72
165,11,2025-01-07 20:00:00,237.35
166,62,2025-01-07 21:00:00,115.28
167,845,2025-01-07 22:00:00,99.14
168,226,2025-01-07 23:00:00,135.19
169,153,2025-01-08 00:00:00,360.86
170,711,2025-01-08 01:00:00,151.02
171,564,2025-01-08 02:00:00,183.88
172,772,2025-01-08 03:00:00,235.41
173,571,2025-01-08 04:00:00,458.35
174,584,2025-01-08 05:00:00,110.91
175,660,2025-01-08 06:00:00,22.41
176,861,2025-01-08 07:00:00,48.85
177,575,2025-01-08 08:00:00,454.29
178,310,2025-01-08 09:00:00,330.81
179,885,2025-01-08 10:00:00,151.06
180,243,2025-01-08 11:00:00,105.05
181,493,2025-01-08 12:00:00,161.25
182,366,2025-01-08 13:00:00,75.1
183,330,2025-01-08 14:00:00,471.94
184,107,2025-01-08 15:00:00,396.42
185,226,2025-01-08 16:00:00,241.95
186,825,2025-01-08 17:00:00,435.18
187,218,2025-01-08 18:00:00,139.74
188,937,2025-01-08 19:00:00,364.22
189,753,2025-01-08 20:00:00,430.94
190,506,2025-01-08 21:00:00,191.25
191,259,2025-01-08 22:00:00,383.58
192,888,2025-01-08 23:00:00,161.63
193,774,2025-01-09 00:00:00,163.45
194,517,2025-01-09 01:00:00,71.39
195,773,2025-01-09 02:00:00,231.23
196,54,2025-01-09 03:00:00,370.26
197,47,2025-01-09 04:00:00,471.31
198,727,2025-01-09 05:00:00,309.82
199,689,2025-01-09 06:00:00,434.31
200,521,2025-01-09 07:00:00,414.8
201,99,2025-01-09 08:00:00,103.2
202,20,2025-01-09 09:00:00,253.19
203,890,2025-01-09 10:00:00,76.12
204,753,2025-01-09 11:00:00,347.43
205,573,2025-01-09 12:00:00,475.95
206,891,2025-01-09 13:00:00,85.8
207,490,2025-01-09 14:00:00,372.26
208,419,2025-01-09 15:00:00,323.47
209,690,2025-01-09 16:00:00,300.13
210,850,2025-01-09 17:00:00,207.26
211,62,2025-01-09 18:00:00,190.46
212,145,2025-01-09 19:00:00,41.72
213,216,2025-01-09 20:00:00,124.6
214,3,2025-01-09 21:00:00,27.28
215,160,2025-01-09 22:00:00,299.08
216,739,2025-01-09 23:00:00,70.81
217,998,2025-01-10 00:00:00,439.05
218,781,2025-01-10 01:00:00,271.11
219,120,2025-01-10 02:00:00,355.85
220,893,2025-01-10 03:00:00,217.21
221,89,2025-01-10 04:00:00,289.08
222,329,2025-01-10 05:00:00,472.48
223,580,2025-01-10 06:00:00,59.71
224,910,2025-01-10 07:00:00,141.89
225,357,2025-01-10 08:00:00,394.39
226,610,2025-01-10 09:00:00,67.39
227,267,2025-01-10 10:00:00,56.32
228,617,2025-01-10 11:00:00,193.54
229,952,2025-01-10 12:00:00,64.24
230,323,2025-01-10 13:00:00,300.84
231,635,2025-01-10 14:00:00,128.61
232,988,2025-01-10 15:00:00,449.94
233,541,2025-01-10 16:00:00,396.08
234,649,2025-01-10 17:00:00,355.86
235,195,2025-01-10 18:00:00,316.13
236,921,2025-01-10 19:00:00,434.46
237,738,2025-01-10 20:00:00,127.07
238,332,2025-01-10 21:00:00,439.09
239,170,2025-01-10 22:00:00,398.96
240,521,2025-01-10 23:00:00,379.12
241,463,2025-01-11 00:00:00,289.4
242,40,2025-01-11 01:00:00,138.2
243,537,2025-01-11 02:00:00,223.3
244,261,2025-01-11 03:00:00,400.91
245,395,2025-01-11 04:00:00,35.25
246,955,2025-01-11 05:00:00,395.38
247,226,2025-01-11 06:00:00,135.23
248,984,2025-01-11 07:00:00,89.27
249,124,2025-01-11 08:00:00,75.54
250,975,2025-01-11 09:00:00,33.08
251,38,2025-01-11 10:00:00,271.32
252,328,2025-01-11 11:00:00,124.76
253,251,2025-01-11 12:00:00,494.93
254,901,2025-01-11 13:00:00,295.73
255,176,2025-01-11 14:00:00,86.18
256,602,2025-01-11 15:00:00,350.61
257,914,2025-01-11 16:00:00,450.92
258,454,2025-01-11 17:00:00,377.69
259,37,2025-01-11 18:00:00,56.69
260,316,2025-01-11 19:00:00,450.02
261,688,2025-01-11 20:00:00,401.09
262,973,2025-01-11 21:00:00,95.99
263,796,2025-01-11 22:00:00,44.86
264,965,2025-01-11 23:00:00,287.51
265,973,2025-01-12 00:00:00,94.9
266,593,2025-01-12 01:00:00,420.6
267,114,2025-01-12 02:00:00,192.0
268,40,2025-01-12 03:00:00,458.19
269,301,2025-01-12 04:00:00,291.53
270,224,2025-01-12 05:00:00,107.68
271,318,2025-01-12 06:00:00,87.01
272,349,2025-01-12 07:00:00,296.71
273,115,2025-01-12 08:00:00,385.7
274,698,2025-01-12 09:00:00,395.12
275,323,2025-01-12 10:00:00,152.36
276,568,2025-01-12 11:00:00,118.04
277,40,2025-01-12 12:00:00,28.04
278,866,2025-01-12 13:00:00,346.02
279,40,2025-01-12 14:00:00,56.75
280,859,2025-01-12 15:00:00,221.97
281,973,2025-01-12 16:00:00,308.81
282,749,2025-01-12 17:00:00,469.81
283,289,2025-01-12 18:00:00,169.67
284,262,2025-01-12 19:00:00,139.89
285,216,2025-01-12 20:00:00,334.0
286,147,2025-01-12 21:00:00,317.23
287,336,2025-01-12 22:00:00,179.41
288,168,2025-01-12 23:00:00,465.49
289,92,2025-01-13 00:00:00,425.53
290,353,2025-01-13 01:00:00,127.51
291,571,2025-01-13 02:00:00,134.79
292,571,2025-01-13 03:00:00,265.9
293,816,2025-01-13 04:00:00,391.31
294,681,2025-01-13 05:00:00,41.14
295,781,2025-01-13 06:00:00,352.8
296,363,2025-01-13 07:00:00,331.15
297,557,2025-01-13 08:00:00,131.11
298,345,2025-01-13 09:00:00,347.05
299,693,2025-01-13 10:00:00,471.29
300,170,2025-01-13 11:00:00,42.46
301,356,2025-01-13 12:00:00,173.43
302,191,2025-01-13 13:00:00,230.32
303,667,2025-01-13 14:00:00,451.64
304,422,2025-01-13 15:00:00,481.89
305,700,2025-01-13 16:00:00,233.18
306,7,2025-01-13 17:00:00,380.01
307,133,2025-01-13 18:00:00,275.2
308,747,2025-01-13 19:00:00,278.14
309,557,2025-01-13 20:00:00,153.49
310,826,2025-01-13 21:00:00,124.14
311,761,2025-01-13 22:00:00,158.24
312,31,2025-01-13 23:00:00,287.04
313,535,2025-01-14 00:00:00,33.99
314,426,2025-01-14 01:00:00,455.48
315,394,2025-01-14 02:00:00,95.02
316,672,2025-01-14 03:00:00,125.64
317,363,2025-01-14 04:00:00,268.77
318,437,2025-01-14 05:00:00,360.86
319,670,2025-01-14 06:00:00,65.95
320,551,2025-01-14 07:00:00,172.49
321,927,2025-01-14 08:00:00,484.96
322,82,2025-01-14 09:00:00,145.92
323,356,2025-01-14 10:00:00,170.26
324,258,2025-01-14 11:00:00,421.52
325,718,2025-01-14 12:00:00,44.1
326,589,2025-01-14 13:00:00,243.01
327,989,2025-01-14 14:00:00,202.22
328,524,2025-01-14 15:00:00,171.96
329,295,2025-01-14 16:00:00,157.14
330,962,2025-01-14 17:00:00,63.86
331,224,2025-01-14 18:00:00,171.12
332,525,2025-01-14 19:00:00,40.67
333,46,2025-01-14 20:00:00,394.86
334,667,2025-01-14 21:00:00,211.15
335,113,2025-01-14 22:00:00,233.07
336,233,2025-01-14 23:00:00,448.93
337,17,2025-01-15 00:00:00,335.87
338,360,2025-01-15 01:00:00,23.87
339,223,2025-01-15 02:00:00,472.72
340,866,2025-01-15 03:00:00,133.83
341,700,2025-01-15 04:00:00,71.65
342,448,2025-01-15 05:00:00,388.7
343,856,2025-01-15 06:00:00,260.23
344,365,2025-01-15 07:00:00,228.21
345,675,2025-01-15 08:00:00,139.76
346,326,2025-01-15 09:00:00,282.79
347,467,2025-01-15 10:00:00,151.7
348,414,2025-01-15 11:00:00,452.76
349,455,2025-01-15 12:00:00,123.3
350,586,2025-01-15 13:00:00,444.49
351,233,2025-01-15 14:00:00,288.51
352,224,2025-01-15 15:00:00,417.67
353,994,2025-01-15 16:00:00,362.17
354,831,2025-01-15 17:00:00,354.41
355,412,2025-01-15 18:00:00,175.69
356,572,2025-01-15 19:00:00,132.27
357,335,2025-01-15 20:00:00,121.23
358,222,2025-01-15 21:00:00,431.45
359,37,2025-01-15 22:00:00,413.8
360,989,2025-01-15 23:00:00,231.48
361,278,2025-01-16 00:00:00,83.55
362,196,2025-01-16 01:00:00,203.48
363,916,2025-01-16 02:00:00,317.28
364,864,2025-01-16 03:00:00,238.11
365,484,2025-01-16 04:00:00,394.49
366,242,2025-01-16 05:00:00,498.86
367,324,2025-01-16 06:00:00,111.74
368,731,2025-01-16 07:00:00,240.63
369,192,2025-01-16 08:00:00,226.87
370,17,2025-01-16 09:00:00,166.16
371,524,2025-01-16 10:00:00,115.09
372,918,2025-01-16 11:00:00,51.53
373,401,2025-01-16 12:00:00,445.82
374,906,2025-01-16 13:00:00,221.53
375,886,2025-01-16 14:00:00,258.51
376,705,2025-01-16 15:00:00,460.13
377,22,2025-01-16 16:00:00,392.62
378,474,2025-01-16 17:00:00,82.64
379,120,2025-01-16 18:00:00,291.4
380,210,2025-01-16 19:00:00,232.28
381,306,2025-01-16 20:00:00,402.66
382,270,2025-01-16 21:00:00,367.63
383,704,2025-01-16 22:00:00,351.39
384,687,2025-01-16 23:00:00,183.46
385,285,2025-01-17 00:00:00,406.38
386,716,2025-01-17 01:00:00,45.15
387,676,2025-01-17 02:00:00,96.62
388,763,2025-01-17 03:00:00,181.1
389,227,2025-01-17 04:00:00,56.87
390,948,2025-01-17 05:00:00,132.8
391,381,2025-01-17 06:00:00,418.47
392,460,2025-01-17 07:00:00,475.16
393,7,2025-01-17 08:00:00,166.21
394,29,2025-01-17 09:00:00,146.97
395,907,2025-01-17 10:00:00,154.35
396,33,2025-01-17 11:00:00,153.31
397,646,2025-01-17 12:00:00,37.25
398,879,2025-01-17 13:00:00,464.92
399,79,2025-01-17 14:00:00,122.58
400,928,2025-01-17 15:00:00,221.6
401,947,2025-01-17 16:00:00,24.65
402,459,2025-01-17 17:00:00,431.82
403,570,2025-01-17 18:00:00,370.96
404,983,2025-01-17 19:00:00,474.44
405,538,2025-01-17 20:00:00,395.18
406,482,2025-01-17 21:00:00,170.58
407,430,2025-01-17 22:00:00,138.98
408,738,2025-01-17 23:00:00,354.9
409,285,2025-01-18 00:00:00,194.77
410,516,2025-01-18 01:00:00,291.78
411,977,2025-01-18 02:00:00,23.0
412,99,2025-01-18 03:00:00,49.71
413,397,2025-01-18 04:00:00,276.98
414,489,2025-01-18 05:00:00,291.71
415,39,2025-01-18 06:00:00,380.7
416,271,2025-01-18 07:00:00,83.34
417,887,2025-01-18 08:00:00,266.33
418,797,2025-01-18 09:00:00,113.33
419,157,2025-01-18 10:00:00,64.73
420,75,2025-01-18 11:00:00,217.04
421,884,2025-01-18 12:00:00,98.4
422,800,2025-01-18 13:00:00,126.46
423,130,2025-01-18 14:00:00,172.43
424,687,2025-01-18 15:00:00,144.51
425,974,2025-01-18 16:00:00,62.04
426,84,2025-01-18 17:00:00,63.16
427,22,2025-01-18 18:00:00,112.76
428,459,2025-01-18 19:00:00,44.27
429,539,2025-01-18 20:00:00,320.7
430,707,2025-01-18 21:00:00,157.92
431,849,2025-01-18 22:00:00,154.28
432,382,2025-01-18 23:00:00,179.36
433,748,2025-01-19 00:00:00,338.14
434,440,2025-01-19 01:00:00,437.9
435,604,2025-01-19 02:00:00,384.36
436,989,2025-01-19 03:00:00,369.21
437,21,2025-01-19 04:00:00,252.51
438,303,2025-01-19 05:00:00,353.03
439,976,2025-01-19 06:00:00,285.33
440,869,2025-01-19 07:00:00,123.8
441,955,2025-01-19 08:00:00,120.12
442,84,2025-01-19 09:00:00,162.27
443,774,2025-01-19 10:00:00,457.19
444,659,2025-01-19 11:00:00,282.76
445,953,2025-01-19 12:00:00,372.27
446,453,2025-01-19 13:00:00,186.35
447,387,2025-01-19 14:00:00,215.7
448,507,2025-01-19 15:00:00,80.27
449,257,2025-01-19 16:00:00,102.22
450,570,2025-01-19 17:00:00,417.13
451,892,2025-01-19 18:00:00,300.72
452,934,2025-01-19 19:00:00,182.02
453,527,2025-01-19 20:00:00,405.37
454,162,2025-01-19 21:00:00,138.33
455,957,2025-01-19 22:00:00,488.5
456,163,2025-01-19 23:00:00,185.51
457,832,2025-01-20 00:00:00,181.91
458,793,2025-01-20 01:00:00,169.72
459,792,2025-01-20 02:00:00,78.61
460,524,2025-01-20 03:00:00,73.35
461,786,2025-01-20 04:00:00,331.09
462,271,2025-01-20 05:00:00,440.06
463,492,2025-01-20 06:00:00,399.45
464,208,2025-01-20 07:00:00,87.73
465,539,2025-01-20 08:00:00,281.88
466,584,2025-01-20 09:00:00,70.68
467,60,2025-01-20 10:00:00,41.74
468,430,2025-01-20 11:00:00,335.07
469,985,2025-01-20 12:00:00,276.87
470,657,2025-01-20 13:00:00,59.37
471,605,2025-01-20 14:00:00,36.77
472,309,2025-01-20 15:00:00,495.08
473,520,2025-01-20 16:00:00,34.41
474,591,2025-01-20 17:00:00,233.37
475,27,2025-01-20 18:00:00,262.22
476,686,2025-01-20 19:00:00,76.29
477,562,2025-01-20 20:00:00,101.15
478,199,2025-01-20 21:00:00,188.87
479,387,2025-01-20 22:00:00,385.6
480,349,2025-01-20 23:00:00,263.4
481,960,2025-01-21 00:00:00,326.19
482,940,2025-01-21 01:00:00,492.88
483,693,2025-01-21 02:00:00,388.64
484,536,2025-01-21 03:00:00,228.49
485,828,2025-01-21 04:00:00,234.29
486,378,2025-01-21 05:00:00,317.01
487,899,2025-01-21 06:00:00,339.38
488,916,2025-01-21 07:00:00,260.34
489,558,2025-01-21 08:00:00,329.53
490,527,2025-01-21 09:00:00,31.3
491,153,2025-01-21 10:00:00,226.22
492,734,2025-01-21 11:00:00,153.89
493,206,2025-01-21 12:00:00,82.0
494,455,2025-01-21 13:00:00,67.78
495,273,2025-01-21 14:00:00,309.53
496,894,2025-01-21 15:00:00,271.33
497,236,2025-01-21 16:00:00,141.72
498,852,2025-01-21 17:00:00,246.06
499,740,2025-01-21 18:00:00,256.27
500,521,2025-01-21 19:00:00,113.6
501,678,2025-01-21 20:00:00,333.0
502,944,2025-01-21 21:00:00,394.84
503,956,2025-01-21 22:00:00,399.9
504,831,2025-01-21 23:00:00,309.19
505,726,2025-01-22 00:00:00,265.59
506,501,2025-01-22 01:00:00,49.28
507,117,2025-01-22 02:00:00,158.16
508,386,2025-01-22 03:00:00,64.77
509,344,2025-01-22 04:00:00,482.64
510,584,2025-01-22 05:00:00,84.84
511,395,2025-01-22 06:00:00,92.85
512,64,2025-01-22 07:00:00,447.0
513,717,2025-01-22 08:00:00,473.09
514,721,2025-01-22 09:00:00,387.6
515,72,2025-01-22 10:00:00,22.59
516,789,2025-01-22 11:00:00,20.65
517,274,2025-01-22 12:00:00,201.49
518,990,2025-01-22 13:00:00,88.83
519,320,2025-01-22 14:00:00,28.83
520,338,2025-01-22 15:00:00,242.75
521,366,2025-01-22 16:00:00,472.67
522,495,2025-01-22 17:00:00,175.43
523,607,2025-01-22 18:00:00,337.35
524,166,2025-01-22 19:00:00,333.07
525,544,2025-01-22 20:00:00,140.52
526,11,2025-01-22 21:00:00,332.2
527,301,2025-01-22 22:00:00,121.92
528,729,2025-01-22 23:00:00,78.56
529,801,2025-01-23 00:00:00,356.66
530,102,2025-01-23 01:00:00,74.45
531,425,2025-01-23 02:00:00,498.52
532,392,2025-01-23 03:00:00,108.06
533,779,2025-01-23 04:00:00,305.19
534,214,2025-01-23 05:00:00,217.46
535,691,2025-01-23 06:00:00,80.67
536,88,2025-01-23 07:00:00,33.37
537,553,2025-01-23 08:00:00,318.91
538,401,2025-01-23 09:00:00,407.24
539,588,2025-01-23 10:00:00,424.17
540,889,2025-01-23 11:00:00,251.7
541,46,2025-01-23 12:00:00,393.18
542,672,2025-01-23 13:00:00,342.97
543,463,2025-01-23 14:00:00,367.64
544,592,2025-01-23 15:00:00,256.45
545,310,2025-01-23 16:00:00,324.04
546,86,2025-01-23 17:00:00,406.65
547,92,2025-01-23 18:00:00,210.98
548,660,2025-01-23 19:00:00,406.87
549,673,2025-01-23 20:00:00,304.17
550,714,2025-01-23 21:00:00,99.63
551,936,2025-01-23 22:00:00,31.85
552,928,2025-01-23 23:00:00,194.12
553,242,2025-01-24 00:00:00,282.41
554,865,2025-01-24 01:00:00,423.11
555,2,2025-01-24 02:00:00,81.19
556,225,2025-01-24 03:00:00,404.1
557,801,2025-01-24 04:00:00,434.24
558,745,2025-01-24 05:00:00,92.33
559,973,2025-01-24 06:00:00,428.77
560,926,2025-01-24 07:00:00,495.9
561,929,2025-01-24 08:00:00,368.88
562,589,2025-01-24 09:00:00,396.69
563,116,2025-01-24 10:00:00,497.32
564,666,2025-01-24 11:00:00,310.63
565,918,2025-01-24 12:00:00,167.79
566,103,2025-01-24 13:00:00,422.01
567,194,2025-01-24 14:00:00,314.95
568,166,2025-01-24 15:00:00,298.97
569,871,2025-01-24 16:00:00,141.75
570,90,2025-01-24 17:00:00,383.04
571,686,2025-01-24 18:00:00,59.2
572,122,2025-01-24 19:00:00,463.66
573,143,2025-01-24 20:00:00,176.4
574,994,2025-01-24 21:00:00,81.33
575,106,2025-01-24 22:00:00,232.34
576,887,2025-01-24 23:00:00,40.39
577,428,2025-01-25 00:00:00,348.62
578,305,2025-01-25 01:00:00,453.3
579,872,2025-01-25 02:00:00,421.89
580,971,2025-01-25 03:00:00,81.14
581,317,2025-01-25 04:00:00,80.61
582,963,2025-01-25 05:00:00,410.45
583,635,2025-01-25 06:00:00,463.64
584,902,2025-01-25 07:00:00,241.12
585,9,2025-01-25 08:00:00,259.51
586,774,2025-01-25 09:00:00,172.77
587,73,2025-01-25 10:00:00,449.25
588,359,2025-01-25 11:00:00,329.55
589,223,2025-01-25 12:00:00,158.36
590,416,2025-01-25 13:00:00,163.42
591,553,2025-01-25 14:00:00,447.78
592,370,2025-01-25 15:00:00,26.54
593,716,2025-01-25 16:00:00,174.91
594,264,2025-01-25 17:00:00,286.09
595,840,2025-01-25 18:00:00,91.14
596,690,2025-01-25 19:00:00,64.21
597,860,2025-01-25 20:00:00,411.33
598,318,2025-01-25 21:00:00,449.31
599,84,2025-01-25 22:00:00,415.33
600,318,2025-01-25 23:00:00,451.42
601,111,2025-01-26 00:00:00,285.49
602,251,2025-01-26 01:00:00,409.88
603,383,2025-01-26 02:00:00,204.34
604,7,2025-01-26 03:00:00,339.81
605,459,2025-01-26 04:00:00,494.64
606,84,2025-01-26 05:00:00,128.35
607,208,2025-01-26 06:00:00,207.15
608,900,2025-01-26 07:00:00,250.42
609,390,2025-01-26 08:00:00,86.25
610,314,2025-01-26 09:00:00,58.9
611,22,2025-01-26 10:00:00,418.27
612,410,2025-01-26 11:00:00,488.86
613,895,2025-01-26 12:00:00,214.27
614,515,2025-01-26 13:00:00,62.07
615,127,2025-01-26 14:00:00,51.59
616,809,2025-01-26 15:00:00,447.83
617,700,2025-01-26 16:00:00,242.63
618,874,2025-01-26 17:00:00,173.61
619,14,2025-01-26 18:00:00,248.7
620,971,2025-01-26 19:00:00,172.79
621,978,2025-01-26 20:00:00,254.74
622,12,2025-01-26 21:00:00,432.59
623,87,2025-01-26 22:00:00,304.3
624,524,2025-01-26 23:00:00,353.43
625,909,2025-01-27 00:00:00,195.04
626,537,2025-01-27 01:00:00,374.48
627,301,2025-01-27 02:00:00,339.98
628,243,2025-01-27 03:00:00,77.39
629,122,2025-01-27 04:00:00,294.87
630,147,2025-01-27 05:00:00,143.24
631,567,2025-01-27 06:00:00,405.97
632,750,2025-01-27 07:00:00,224.45
633,356,2025-01-27 08:00:00,497.45
634,685,2025-01-27 09:00:00,64.4
635,904,2025-01-27 10:00:00,394.57
636,733,2025-01-27 11:00:00,343.38
637,631,2025-01-27 12:00:00,388.4
638,309,2025-01-27 13:00:00,167.61
639,695,2025-01-27 14:00:00,256.19
640,288,2025-01-27 15:00:00,402.32
641,307,2025-01-27 16:00:00,131.62
642,812,2025-01-27 17:00:00,128.5
643,594,2025-01-27 18:00:00,284.5
644,966,2025-01-27 19:00:00,271.31
645,914,2025-01-27 20:00:00,155.49
646,723,2025-01-27 21:00:00,163.08
647,662,2025-01-27 22:00:00,153.37
648,549,2025-01-27 23:00:00,390.33
649,352,2025-01-28 00:00:00,332.91
650,312,2025-01-28 01:00:00,419.56
651,873,2025-01-28 02:00:00,488.23
652,59,2025-01-28 03:00:00,247.6
653,643,2025-01-28 04:00:00,52.01
654,924,2025-01-28 05:00:00,43.08
655,714,2025-01-28 06:00:00,161.92
656,755,2025-01-28 07:00:00,467.62
657,35,2025-01-28 08:00:00,271.14
658,445,2025-01-28 09:00:00,150.46
659,93,2025-01-28 10:00:00,211.6
660,950,2025-01-28 11:00:00,307.33
661,959,2025-01-28 12:00:00,333.42
662,207,2025-01-28 13:00:00,93.88
663,353,2025-01-28 14:00:00,488.98
664,903,2025-01-28 15:00:00,281.49
