transaction_id,customer_id,transaction_date,amount,customer_type,product,payment_status
48,50,2025-01-09 11:14:35.675675,125.25,Startup,Product_B,success
49,2,2025-01-09 15:34:03.243243,36.16,SMB,Product_A,success
50,54,2025-01-09 19:53:30.810810,123.02,Startup,Product_A,success
51,106,2025-01-10 00:12:58.378378,219.74,Startup,Product_C,success
52,260,2025-01-10 04:32:25.945945,384.61,SMB,Product_A,success
53,191,2025-01-10 08:51:53.513513,110.16,SMB,Product_C,success
54,218,2025-01-10 13:11:21.081081,365.5,Startup,Product_B,success
55,44,2025-01-10 17:30:48.648648,436.13,SMB,Product_B,success
56,162,2025-01-10 21:50:16.216216,237.89,Enterprise,Product_C,success
57,202,2025-01-11 02:09:43.783783,414.29,Startup,Product_A,success
58,270,2025-01-11 06:29:11.351351,286.24,SMB,Product_B,success
59,271,2025-01-11 10:48:38.918918,325.8,Startup,Product_A,success
60,215,2025-01-11 15:08:06.486486,272.61,SMB,Product_B,success
61,252,2025-01-11 19:27:34.054054,242.32,Startup,Product_C,success
62,190,2025-01-11 23:47:01.621621,132.63,SMB,Product_C,success
63,296,2025-01-12 04:06:29.189189,165.53,Startup,Product_C,success
64,213,2025-01-12 08:25:56.756756,159.19,Startup,Product_B,success
65,208,2025-01-12 12:45:24.324324,290.38,Enterprise,Product_A,success
66,237,2025-01-12 17:04:51.891891,77.58,SMB,Product_A,success
67,53,2025-01-12 21:24:19.459459,460.06,Startup,Product_A,success
68,280,2025-01-13 01:43:47.027027,365.91,SMB,Product_B,success
69,217,2025-01-13 06:03:14.594594,212.69,Enterprise,Product_B,failed
70,252,2025-01-13 10:22:42.162162,96.14,SMB,Product_B,success
71,188,2025-01-13 14:42:09.729729,443.36,SMB,Product_B,success
72,41,2025-01-13 19:01:37.297297,415.41,Startup,Product_B,success
73,157,2025-01-13 23:21:04.864864,366.43,SMB,Product_A,success
74,15,2025-01-14 03:40:32.432432,150.34,SMB,Product_B,success
75,65,2025-01-14 08:00:00.000000,213.17,SMB,Product_B,success
76,9,2025-01-14 12:19:27.567567,69.32,SMB,Product_A,success
77,129,2025-01-14 16:38:55.135135,110.74,SMB,Product_B,success
78,136,2025-01-14 20:58:22.702702,395.85,Enterprise,Product_A,success
79,63,2025-01-15 01:17:50.270270,363.22,Startup,Product_A,success
80,139,2025-01-15 05:37:17.837837,304.87,SMB,Product_C,success
81,81,2025-01-15 09:56:45.405405,449.95,SMB,Product_C,success
82,163,2025-01-15 14:16:12.972972,299.97,Startup,Product_C,success
83,289,2025-01-15 18:35:40.540540,244.14,SMB,Product_C,success
84,261,2025-01-15 22:55:08.108108,183.38,Startup,Product_B,success
85,231,2025-01-16 03:14:35.675675,471.42,SMB,Product_C,success
86,41,2025-01-16 07:34:03.243243,59.7,Enterprise,Product_A,success
87,28,2025-01-16 11:53:30.810810,466.83,SMB,Product_B,success
88,135,2025-01-16 16:12:58.378378,416.82,SMB,Product_C,success
89,201,2025-01-16 20:32:25.945945,82.37,Startup,Product_A,success
90,268,2025-01-17 00:51:53.513513,291.19,Enterprise,Product_B,success
91,33,2025-01-17 05:11:21.081081,435.94,Enterprise,Product_B,success
92,48,2025-01-17 09:30:48.648648,294.47,SMB,Product_C,failed
93,62,2025-01-17 13:50:16.216216,455.46,SMB,Product_B,success
94,216,2025-01-17 18:09:43.783783,472.63,Startup,Product_A,success
95,293,2025-01-17 22:29:11.351351,222.74,SMB,Product_B,success
96,99,2025-01-18 02:48:38.918918,201.11,SMB,Product_A,success
97,172,2025-01-18 07:08:06.486486,469.43,SMB,Product_B,success
98,214,2025-01-18 11:27:34.054054,344.07,SMB,Product_C,success
99,35,2025-01-18 15:47:01.621621,75.69,Startup,Product_A,success
100,227,2025-01-18 20:06:29.189189,40.3,SMB,Product_B,success
101,101,2025-01-19 00:25:56.756756,291.02,Startup,Product_B,success
102,131,2025-01-19 04:45:24.324324,466.48,SMB,Product_B,success
103,257,2025-01-19 09:04:51.891891,425.24,SMB,Product_A,success
104,5,2025-01-19 13:24:19.459459,344.41,Startup,Product_A,success
105,218,2025-01-19 17:43:47.027027,86.78,Enterprise,Product_A,success
106,255,2025-01-19 22:03:14.594594,142.03,Enterprise,Product_C,success
107,283,2025-01-20 02:22:42.162162,440.25,Startup,Product_C,success
108,207,2025-01-20 06:42:09.729729,107.75,Enterprise,Product_A,success
109,15,2025-01-20 11:01:37.297297,153.65,Startup,Product_B,success
110,42,2025-01-20 15:21:04.864864,82.21,SMB,Product_C,success
111,179,2025-01-20 19:40:32.432432,344.53,Startup,Product_A,success
112,63,2025-01-21 00:00:00.000000,473.11,Startup,Product_B,success
113,231,2025-01-21 04:19:27.567567,149.1,SMB,Product_C,success
114,241,2025-01-21 08:38:55.135135,248.2,Startup,Product_B,success
115,52,2025-01-21 12:58:22.702702,324.48,SMB,Product_B,success
116,96,2025-01-21 17:17:50.270270,499.74,Startup,Product_B,success
117,222,2025-01-21 21:37:17.837837,70.31,Enterprise,Product_B,success
118,231,2025-01-22 01:56:45.405405,259.31,SMB,Product_C,success
119,237,2025-01-22 06:16:12.972972,204.86,SMB,Product_C,success
120,143,2025-01-22 10:35:40.540540,435.59,SMB,Product_C,success
121,171,2025-01-22 14:55:08.108108,248.46,Enterprise,Product_A,success
122,29,2025-01-22 19:14:35.675675,73.27,Startup,Product_C,success
123,36,2025-01-22 23:34:03.243243,324.52,Startup,Product_B,success
124,13,2025-01-23 03:53:30.810810,389.97,Startup,Product_C,success
125,160,2025-01-23 08:12:58.378378,21.38,Enterprise,Product_B,success
126,187,2025-01-23 12:32:25.945945,432.3,SMB,Product_A,success
127,243,2025-01-23 16:51:53.513513,109.29,SMB,Product_B,success
128,86,2025-01-23 21:11:21.081081,284.99,SMB,Product_B,success
129,284,2025-01-24 01:30:48.648648,219.58,SMB,Product_B,success
130,66,2025-01-24 05:50:16.216216,365.43,SMB,Product_A,success
131,170,2025-01-24 10:09:43.783783,198.16,Startup,Product_C,success
132,45,2025-01-24 14:29:11.351351,437.49,SMB,Product_C,success
133,62,2025-01-24 18:48:38.918918,370.64,SMB,Product_A,success
134,134,2025-01-24 23:08:06.486486,330.9,Enterprise,Product_B,success
135,284,2025-01-25 03:27:34.054054,402.2,Enterprise,Product_C,success
136,28,2025-01-25 07:47:01.621621,381.93,Enterprise,Product_A,success
137,108,2025-01-25 12:06:29.189189,37.25,Startup,Product_C,success
138,44,2025-01-25 16:25:56.756756,209.47,Enterprise,Product_A,success
139,286,2025-01-25 20:45:24.324324,466.79,Enterprise,Product_B,failed
140,128,2025-01-26 01:04:51.891891,80.35,SMB,Product_C,success
141,231,2025-01-26 05:24:19.459459,373.81,Startup,Product_A,success
142,190,2025-01-26 09:43:47.027027,487.8,Startup,Product_C,success
143,225,2025-01-26 14:03:14.594594,45.06,Startup,Product_C,success
144,283,2025-01-26 18:22:42.162162,347.45,SMB,Product_C,success
145,121,2025-01-26 22:42:09.729729,244.71,SMB,Product_C,success
146,116,2025-01-27 03:01:37.297297,298.0,Enterprise,Product_A,success
147,233,2025-01-27 07:21:04.864864,60.96,Startup,Product_B,success
148,259,2025-01-27 11:40:32.432432,40.64,Startup,Product_A,success
149,198,2025-01-27 16:00:00.000000,340.1,SMB,Product_A,success
150,137,2025-01-27 20:19:27.567567,415.19,Startup,Product_A,success
151,165,2025-01-28 00:38:55.135135,395.37,Startup,Product_B,success
152,225,2025-01-28 04:58:22.702702,281.03,SMB,Product_C,success
153,234,2025-01-28 09:17:50.270270,67.94,Startup,Product_C,success
154,172,2025-01-28 13:37:17.837837,350.26,Startup,Product_C,success
155,152,2025-01-28 17:56:45.405405,136.11,SMB,Product_B,success
156,160,2025-01-28 22:16:12.972972,457.31,SMB,Product_C,success
157,96,2025-01-29 02:35:40.540540,422.37,Enterprise,Product_B,success
158,233,2025-01-29 06:55:08.108108,360.5,SMB,Product_C,success
159,180,2025-01-29 11:14:35.675675,475.45,Enterprise,Product_C,success
160,113,2025-01-29 15:34:03.243243,35.08,SMB,Product_A,success
161,52,2025-01-29 19:53:30.810810,373.38,Startup,Product_B,success
162,268,2025-01-30 00:12:58.378378,178.52,SMB,Product_A,success
163,295,2025-01-30 04:32:25.945945,454.91,SMB,Product_A,success
164,113,2025-01-30 08:51:53.513513,148.0,SMB,Product_A,success
165,101,2025-01-30 13:11:21.081081,367.93,Enterprise,Product_B,success
166,113,2025-01-30 17:30:48.648648,441.27,Startup,Product_B,success
167,81,2025-01-30 21:50:16.216216,40.0,Enterprise,Product_C,success
168,187,2025-01-31 02:09:43.783783,210.87,Enterprise,Product_A,success
169,113,2025-01-31 06:29:11.351351,385.91,SMB,Product_C,success
170,2,2025-01-31 10:48:38.918918,238.36,Startup,Product_A,success
171,130,2025-01-31 15:08:06.486486,148.28,Startup,Product_B,success
172,220,2025-01-31 19:27:34.054054,125.51,Enterprise,Product_B,success
173,54,2025-01-31 23:47:01.621621,83.13,SMB,Product_B,success
174,224,2025-02-01 04:06:29.189189,431.42,SMB,Product_A,success
175,225,2025-02-01 08:25:56.756756,296.17,SMB,Product_B,success
176,126,2025-02-01 12:45:24.324324,56.66,SMB,Product_A,success
177,130,2025-02-01 17:04:51.891891,203.64,SMB,Product_C,success
178,53,2025-02-01 21:24:19.459459,196.51,SMB,Product_A,success
179,172,2025-02-02 01:43:47.027027,107.23,SMB,Product_C,success
180,218,2025-02-02 06:03:14.594594,229.04,Startup,Product_A,success
181,160,2025-02-02 10:22:42.162162,179.41,SMB,Product_C,success
182,198,2025-02-02 14:42:09.729729,184.07,SMB,Product_B,success
183,247,2025-02-02 19:01:37.297297,374.73,SMB,Product_C,success
184,203,2025-02-02 23:21:04.864864,127.17,SMB,Product_B,success
185,184,2025-02-03 03:40:32.432432,328.09,Startup,Product_B,success
186,123,2025-02-03 08:00:00.000000,293.91,SMB,Product_C,success
187,255,2025-02-03 12:19:27.567567,292.68,SMB,Product_A,success
188,294,2025-02-03 16:38:55.135135,338.24,Startup,Product_A,success
189,280,2025-02-03 20:58:22.702702,283.22,SMB,Product_A,success
190,98,2025-02-04 01:17:50.270270,442.04,SMB,Product_A,success
191,198,2025-02-04 05:37:17.837837,344.28,Startup,Product_A,success
192,240,2025-02-04 09:56:45.405405,282.54,SMB,Product_B,success
193,144,2025-02-04 14:16:12.972972,418.29,SMB,Product_A,failed
194,97,2025-02-04 18:35:40.540540,310.95,Startup,Product_B,success
195,201,2025-02-04 22:55:08.108108,159.75,Enterprise,Product_B,failed
196,124,2025-02-05 03:14:35.675675,119.41,Enterprise,Product_B,success
197,187,2025-02-05 07:34:03.243243,93.12,SMB,Product_C,success
198,259,2025-02-05 11:53:30.810810,451.74,Startup,Product_C,success
199,148,2025-02-05 16:12:58.378378,360.87,Enterprise,Product_B,success
200,252,2025-02-05 20:32:25.945945,469.94,Enterprise,Product_C,success
201,147,2025-02-06 00:51:53.513513,309.58,Enterprise,Product_A,success
202,148,2025-02-06 05:11:21.081081,247.23,Enterprise,Product_A,success
203,199,2025-02-06 09:30:48.648648,48.66,Enterprise,Product_B,success
204,128,2025-02-06 13:50:16.216216,342.39,SMB,Product_A,success
205,39,2025-02-06 18:09:43.783783,299.46,SMB,Product_B,success
206,129,2025-02-06 22:29:11.351351,495.3,SMB,Product_B,success
207,267,2025-02-07 02:48:38.918918,134.8,SMB,Product_A,success
208,151,2025-02-07 07:08:06.486486,274.75,Enterprise,Product_C,success
209,298,2025-02-07 11:27:34.054054,332.46,SMB,Product_A,success
210,99,2025-02-07 15:47:01.621621,329.4,SMB,Product_A,success
211,263,2025-02-07 20:06:29.189189,289.42,Startup,Product_B,success
212,252,2025-02-08 00:25:56.756756,392.93,Enterprise,Product_B,success
213,144,2025-02-08 04:45:24.324324,118.39,SMB,Product_B,success
214,112,2025-02-08 09:04:51.891891,368.3,SMB,Product_B,success
215,60,2025-02-08 13:24:19.459459,317.47,Startup,Product_C,success
216,2,2025-02-08 17:43:47.027027,450.12,Startup,Product_C,success
217,254,2025-02-08 22:03:14.594594,426.65,SMB,Product_C,success
218,140,2025-02-09 02:22:42.162162,171.27,SMB,Product_B,success
219,37,2025-02-09 06:42:09.729729,152.59,Startup,Product_B,success
220,160,2025-02-09 11:01:37.297297,491.19,Enterprise,Product_B,success
221,9,2025-02-09 15:21:04.864864,273.09,Enterprise,Product_C,success
222,233,2025-02-09 19:40:32.432432,455.08,SMB,Product_B,success
223,99,2025-02-10 00:00:00.000000,98.66,Enterprise,Product_A,success
224,147,2025-02-10 04:19:27.567567,328.55,Startup,Product_A,success
225,208,2025-02-10 08:38:55.135135,408.73,Startup,Product_B,success
226,131,2025-02-10 12:58:22.702702,474.75,SMB,Product_A,success
227,152,2025-02-10 17:17:50.270270,181.92,SMB,Product_A,success
228,54,2025-02-10 21:37:17.837837,367.99,Startup,Product_C,success
229,120,2025-02-11 01:56:45.405405,278.63,Startup,Product_B,success
230,161,2025-02-11 06:16:12.972972,49.1,SMB,Product_B,success
231,116,2025-02-11 10:35:40.540540,351.2,Startup,Product_C,success
232,75,2025-02-11 14:55:08.108108,351.25,Startup,Product_A,success
233,113,2025-02-11 19:14:35.675675,466.69,Startup,Product_A,success
234,104,2025-02-11 23:34:03.243243,258.71,Enterprise,Product_B,success
235,254,2025-02-12 03:53:30.810810,130.52,SMB,Product_A,success
236,227,2025-02-12 08:12:58.378378,41.39,Startup,Product_C,success
237,112,2025-02-12 12:32:25.945945,219.51,SMB,Product_C,success
238,99,2025-02-12 16:51:53.513513,164.92,Startup,Product_B,success
239,153,2025-02-12 21:11:21.081081,385.32,Enterprise,Product_C,success
240,194,2025-02-13 01:30:48.648648,190.05,Enterprise,Product_C,success
241,163,2025-02-13 05:50:16.216216,475.55,SMB,Product_B,success
242,208,2025-02-13 10:09:43.783783,481.91,Enterprise,Product_C,success
243,169,2025-02-13 14:29:11.351351,318.04,Startup,Product_C,success
244,161,2025-02-13 18:48:38.918918,465.76,Startup,Product_C,success
245,68,2025-02-13 23:08:06.486486,385.21,Startup,Product_A,success
246,289,2025-02-14 03:27:34.054054,282.49,SMB,Product_B,success
247,277,2025-02-14 07:47:01.621621,106.55,SMB,Product_B,success
248,135,2025-02-14 12:06:29.189189,240.13,SMB,Product_B,success
249,195,2025-02-14 16:25:56.756756,289.22,SMB,Product_A,success
250,128,2025-02-14 20:45:24.324324,434.7,SMB,Product_A,success
251,33,2025-02-15 01:04:51.891891,251.04,SMB,Product_B,success
252,176,2025-02-15 05:24:19.459459,450.88,SMB,Product_A,success
253,22,2025-02-15 09:43:47.027027,343.69,SMB,Product_B,success
254,238,2025-02-15 14:03:14.594594,85.76,Startup,Product_A,success
255,158,2025-02-15 18:22:42.162162,497.59,Startup,Product_C,success
256,38,2025-02-15 22:42:09.729729,273.07,SMB,Product_C,success
257,230,2025-02-16 03:01:37.297297,208.09,SMB,Product_B,success
258,51,2025-02-16 07:21:04.864864,336.37,Startup,Product_A,success
259,264,2025-02-16 11:40:32.432432,72.27,Enterprise,Product_A,success
260,283,2025-02-16 16:00:00.000000,325.54,Startup,Product_C,success
261,27,2025-02-16 20:19:27.567567,259.15,Startup,Product_C,success
262,226,2025-02-17 00:38:55.135135,215.2,SMB,Product_A,success
263,277,2025-02-17 04:58:22.702702,477.45,SMB,Product_A,success
264,286,2025-02-17 09:17:50.270270,270.82,SMB,Product_A,success
265,97,2025-02-17 13:37:17.837837,125.18,SMB,Product_A,success
266,284,2025-02-17 17:56:45.405405,240.3,Enterprise,Product_A,success
267,147,2025-02-17 22:16:12.972972,461.31,Startup,Product_A,success
268,4,2025-02-18 02:35:40.540540,104.53,Enterprise,Product_B,success
269,35,2025-02-18 06:55:08.108108,122.7,SMB,Product_A,success
270,192,2025-02-18 11:14:35.675675,26.25,Startup,Product_C,success
271,49,2025-02-18 15:34:03.243243,26.81,Startup,Product_B,success
272,17,2025-02-18 19:53:30.810810,418.11,SMB,Product_A,success
273,172,2025-02-19 00:12:58.378378,371.42,SMB,Product_C,success
274,220,2025-02-19 04:32:25.945945,190.42,Enterprise,Product_B,success
275,158,2025-02-19 08:51:53.513513,355.19,SMB,Product_C,success
276,46,2025-02-19 13:11:21.081081,209.7,Enterprise,Product_A,success
277,6,2025-02-19 17:30:48.648648,477.39,SMB,Product_A,success
278,99,2025-02-19 21:50:16.216216,484.19,Startup,Product_A,success
279,233,2025-02-20 02:09:43.783783,208.54,Enterprise,Product_A,success
280,37,2025-02-20 06:29:11.351351,430.03,Startup,Product_B,success
281,280,2025-02-20 10:48:38.918918,391.08,Startup,Product_B,success
282,181,2025-02-20 15:08:06.486486,168.8,Enterprise,Product_C,success
283,95,2025-02-20 19:27:34.054054,131.38,Startup,Product_A,success
284,99,2025-02-20 23:47:01.621621,239.95,SMB,Product_C,success
285,188,2025-02-21 04:06:29.189189,395.05,Startup,Product_B,failed
286,116,2025-02-21 08:25:56.756756,480.88,SMB,Product_A,success
287,191,2025-02-21 12:45:24.324324,386.52,SMB,Product_A,success
288,253,2025-02-21 17:04:51.891891,430.5,SMB,Product_B,success
289,161,2025-02-21 21:24:19.459459,309.47,Startup,Product_B,success
290,256,2025-02-22 01:43:47.027027,421.0,Startup,Product_B,success
291,128,2025-02-22 06:03:14.594594,396.52,SMB,Product_B,success
292,18,2025-02-22 10:22:42.162162,200.95,Startup,Product_B,success
293,281,2025-02-22 14:42:09.729729,284.96,SMB,Product_A,success
294,223,2025-02-22 19:01:37.297297,406.28,Enterprise,Product_B,success
295,54,2025-02-22 23:21:04.864864,42.11,Enterprise,Product_A,success
296,58,2025-02-23 03:40:32.432432,407.88,SMB,Product_A,success
297,174,2025-02-23 08:00:00.000000,105.39,SMB,Product_B,success
298,280,2025-02-23 12:19:27.567567,267.05,Startup,Product_B,success
299,114,2025-02-23 16:38:55.135135,407.97,Enterprise,Product_A,success
300,288,2025-02-23 20:58:22.702702,141.83,SMB,Product_B,success
301,151,2025-02-24 01:17:50.270270,137.99,Enterprise,Product_B,success
302,127,2025-02-24 05:37:17.837837,213.33,Startup,Product_B,success
303,155,2025-02-24 09:56:45.405405,449.43,Startup,Product_C,success
304,273,2025-02-24 14:16:12.972972,20.21,SMB,Product_A,success
305,104,2025-02-24 18:35:40.540540,452.66,Startup,Product_C,success
306,299,2025-02-24 22:55:08.108108,93.83,Enterprise,Product_B,success
307,246,2025-02-25 03:14:35.675675,495.24,Startup,Product_C,success
308,176,2025-02-25 07:34:03.243243,478.33,SMB,Product_B,success
309,39,2025-02-25 11:53:30.810810,257.44,Startup,Product_C,success
310,170,2025-02-25 16:12:58.378378,266.11,Enterprise,Product_B,success
311,247,2025-02-25 20:32:25.945945,251.14,SMB,Product_C,success
312,26,2025-02-26 00:51:53.513513,325.01,Startup,Product_C,success
313,13,2025-02-26 05:11:21.081081,63.55,SMB,Product_C,success
314,36,2025-02-26 09:30:48.648648,35.66,Enterprise,Product_A,success
315,173,2025-02-26 13:50:16.216216,47.7,Enterprise,Product_C,success
316,20,2025-02-26 18:09:43.783783,233.3,SMB,Product_A,success
317,264,2025-02-26 22:29:11.351351,152.26,SMB,Product_B,success
318,142,2025-02-27 02:48:38.918918,318.58,Enterprise,Product_C,success
319,143,2025-02-27 07:08:06.486486,496.37,SMB,Product_B,success
320,92,2025-02-27 11:27:34.054054,205.44,Enterprise,Product_B,success
321,288,2025-02-27 15:47:01.621621,295.44,Startup,Product_C,success
322,215,2025-02-27 20:06:29.189189,219.49,Enterprise,Product_A,success
323,51,2025-02-28 00:25:56.756756,426.69,SMB,Product_C,success
324,153,2025-02-28 04:45:24.324324,453.07,Enterprise,Product_B,success
325,186,2025-02-28 09:04:51.891891,441.13,SMB,Product_B,success
326,63,2025-02-28 13:24:19.459459,487.7,Startup,Product_C,success
327,190,2025-02-28 17:43:47.027027,33.21,SMB,Product_A,success
328,125,2025-02-28 22:03:14.594594,423.11,Enterprise,Product_A,success
329,150,2025-03-01 02:22:42.162162,380.85,Startup,Product_B,success
330,58,2025-03-01 06:42:09.729729,129.77,Startup,Product_B,success
331,180,2025-03-01 11:01:37.297297,479.03,Enterprise,Product_A,success
332,170,2025-03-01 15:21:04.864864,91.13,Startup,Product_C,success
333,271,2025-03-01 19:40:32.432432,346.18,Startup,Product_B,success
334,54,2025-03-02 00:00:00.000000,127.95,Enterprise,Product_A,success
335,101,2025-03-02 04:19:27.567567,227.06,Startup,Product_B,success
336,264,2025-03-02 08:38:55.135135,365.2,Startup,Product_C,failed
337,53,2025-03-02 12:58:22.702702,290.4,SMB,Product_A,success
338,60,2025-03-02 17:17:50.270270,225.2,Enterprise,Product_B,success
339,108,2025-03-02 21:37:17.837837,176.64,Enterprise,Product_C,success
340,5,2025-03-03 01:56:45.405405,423.04,Startup,Product_B,success
341,103,2025-03-03 06:16:12.972972,89.03,Startup,Product_C,success
342,196,2025-03-03 10:35:40.540540,226.45,SMB,Product_C,success
343,262,2025-03-03 14:55:08.108108,453.8,SMB,Product_A,success
344,47,2025-03-03 19:14:35.675675,426.01,SMB,Product_C,success
345,144,2025-03-03 23:34:03.243243,212.45,SMB,Product_B,success
346,269,2025-03-04 03:53:30.810810,386.29,SMB,Product_C,success
347,124,2025-03-04 08:12:58.378378,415.12,Enterprise,Product_C,success
348,106,2025-03-04 12:32:25.945945,446.67,Startup,Product_A,success
349,158,2025-03-04 16:51:53.513513,281.36,SMB,Product_C,success
350,147,2025-03-04 21:11:21.081081,118.14,Startup,Product_C,success
351,145,2025-03-05 01:30:48.648648,142.55,SMB,Product_B,success
352,120,2025-03-05 05:50:16.216216,161.93,Enterprise,Product_A,success
353,275,2025-03-05 10:09:43.783783,305.03,Enterprise,Product_A,failed
354,92,2025-03-05 14:29:11.351351,35.75,SMB,Product_A,success
355,58,2025-03-05 18:48:38.918918,325.3,Startup,Product_C,success
356,229,2025-03-05 23:08:06.486486,194.89,Enterprise,Product_A,success
357,117,2025-03-06 03:27:34.054054,161.72,Startup,Product_C,success
358,279,2025-03-06 07:47:01.621621,442.16,SMB,Product_C,success
359,127,2025-03-06 12:06:29.189189,240.8,Startup,Product_B,success
360,129,2025-03-06 16:25:56.756756,65.63,SMB,Product_B,success
361,58,2025-03-06 20:45:24.324324,416.84,Startup,Product_B,success
362,122,2025-03-07 01:04:51.891891,42.87,Startup,Product_B,success
363,1,2025-03-07 05:24:19.459459,368.84,SMB,Product_B,success
364,239,2025-03-07 09:43:47.027027,391.47,Enterprise,Product_C,success
365,290,2025-03-07 14:03:14.594594,189.25,Startup,Product_C,success
366,96,2025-03-07 18:22:42.162162,415.9,Startup,Product_A,success
367,126,2025-03-07 22:42:09.729729,267.52,Enterprise,Product_C,success
368,118,2025-03-08 03:01:37.297297,242.38,Startup,Product_C,success
369,48,2025-03-08 07:21:04.864864,41.79,Startup,Product_B,success
370,89,2025-03-08 11:40:32.432432,159.21,Startup,Product_C,success
371,237,2025-03-08 16:00:00.000000,466.88,Startup,Product_B,success
372,272,2025-03-08 20:19:27.567567,208.08,Startup,Product_A,success
373,189,2025-03-09 00:38:55.135135,282.42,SMB,Product_A,success
374,192,2025-03-09 04:58:22.702702,275.37,SMB,Product_C,success
375,69,2025-03-09 09:17:50.270270,303.41,SMB,Product_A,success
376,278,2025-03-09 13:37:17.837837,49.44,Startup,Product_C,success
377,247,2025-03-09 17:56:45.405405,193.84,Startup,Product_A,success
378,76,2025-03-09 22:16:12.972972,367.1,SMB,Product_B,success
379,154,2025-03-10 02:35:40.540540,116.27,Startup,Product_B,success
380,144,2025-03-10 06:55:08.108108,117.72,Startup,Product_B,success
381,86,2025-03-10 11:14:35.675675,24.84,SMB,Product_B,success
382,185,2025-03-10 15:34:03.243243,229.99,SMB,Product_C,success
383,285,2025-03-10 19:53:30.810810,443.71,SMB,Product_A,success
384,220,2025-03-11 00:12:58.378378,44.91,Enterprise,Product_C,success
385,69,2025-03-11 04:32:25.945945,111.74,SMB,Product_B,success
386,47,2025-03-11 08:51:53.513513,168.84,Enterprise,Product_C,success
387,94,2025-03-11 13:11:21.081081,371.23,Enterprise,Product_A,success
388,238,2025-03-11 17:30:48.648648,327.51,SMB,Product_C,success
389,204,2025-03-11 21:50:16.216216,219.65,SMB,Product_A,success
390,218,2025-03-12 02:09:43.783783,384.35,Enterprise,Product_C,success
391,39,2025-03-12 06:29:11.351351,312.62,Startup,Product_A,success
392,100,2025-03-12 10:48:38.918918,450.1,SMB,Product_A,success
393,289,2025-03-12 15:08:06.486486,412.65,Startup,Product_B,success
